,Home,HFG%,H3P%,HFT%,HORB,HTOV,HAST,HPTS,Away,AFG%,A3P%,AFT%,AORB,ATOV,AAST,APTS,HRFG%,HR3P%,HRFT%,HRO,HRT,HRS,HRP,ARFG%,AR3P%,ARFT%,ARO,ART,ARS,ARP,Winner,Home_elo_before,Away_elo_before,Home_elo_after,Away_elo_after,Home_sm_before,Away_sm_before,Home_sm_after,Away_sm_after
493,PHI,.463,.393,.889,3,12,19,103,BOS,.483,.371,.789,11,11,18,114,0.46206896551724136,0.35294117647058826,0.7669902912621359,9.9,8.9,16.9,107.0,0.4460093896713615,0.3667711598746082,0.7283236994219653,8.8,7.3,12.5,100.3,A,1524.4669868595083,1586.7169634589131,1515.8374340704388,1595.3465162479827,1059.4969481883052,1053.1045785634597,1048.2253691913963,1064.3761575603685
494,TOR,.500,.429,.692,18,3,9,133,CLE,.382,.231,.833,9,3,9,99,0.43784994400895855,0.3498452012383901,0.852,11.2,9.8,12.1,110.8,0.44536817102137766,0.3746397694524496,0.8050847457627118,9.2,7.6,12.8,107.0,H,1595.6639328126992,1530.2009798739405,1614.1923799196315,1511.672532767008,1204.406142266633,952.5655262534726,1211.9862447667083,944.9854237533972
495,SAC,.494,.308,.821,10,9,15,115,LAC,.512,.419,.733,8,9,17,121,0.4430379746835443,0.383399209486166,0.6745562130177515,9.6,8.8,13.0,98.1,0.4779582366589327,0.3759124087591241,0.7624113475177305,10.0,7.7,13.8,114.2,A,1372.430854013289,1494.0213881423942,1367.7539272079919,1498.6983149476914,617.8397130296112,894.2391354327063,615.6963981413219,896.3824503209956
496,LAL,.414,.342,.571,12,15,15,93,SAS,.408,.400,.733,7,6,20,81,0.4552572706935123,0.33916083916083917,0.6764705882352942,12.7,8.9,16.5,107.2,0.46329723225030084,0.3879310344827586,0.7766990291262136,9.3,6.4,13.1,102.0,H,1409.9685226014192,1529.3695337159686,1427.0886809022898,1512.249375415098,771.7042903965486,948.4734723323518,791.6132823320652,928.5644803968352
497,IND,.459,.476,.750,6,5,14,97,CLE,.435,.206,.737,9,12,11,95,0.4825511432009627,0.33031674208144796,0.7647058823529411,9.1,7.6,13.0,103.1,0.43601895734597157,0.35988200589970504,0.8070866141732284,9.7,7.3,12.9,106.3,H,1487.8483386901983,1511.672532767008,1493.1113222523038,1506.4095492049025,902.8911143851407,944.9854237533972,908.494233608449,939.3823045300888
498,WAS,.568,.250,.684,14,9,11,125,ORL,.513,.414,.806,12,7,15,119,0.4918032786885246,0.4098939929328622,0.7300884955752213,9.8,7.3,14.1,112.1,0.44727694090382386,0.3088235294117647,0.7952380952380952,8.8,5.9,13.4,102.3,H,1557.2406288655025,1357.0514654503788,1560.4406858457776,1353.8514084701037,982.9992635455415,675.9550563789642,984.8101571263486,674.144162798157
499,MIL,.424,.393,.917,8,9,12,94,GSW,.557,.333,.833,10,7,11,108,0.5086848635235732,0.351931330472103,0.7848605577689243,7.8,8.0,14.3,109.9,0.5058275058275058,0.36577181208053694,0.8097345132743363,8.3,8.4,14.6,116.0,A,1503.887037316041,1647.3141581110076,1496.8589086943034,1654.3422867327452,927.4548445105725,1224.6799626084178,924.27441904247,1227.8603880765202
500,MIN,.516,.370,.625,16,12,12,118,NYK,.542,.500,.667,9,6,16,108,0.493491124260355,0.3442622950819672,0.8059071729957806,9.6,9.2,10.9,110.9,0.44766146993318484,0.32620320855614976,0.7842105263157895,11.1,6.3,13.2,101.4,H,1597.514308161595,1459.2412594577502,1603.3241554979663,1453.4314121213788,1040.478900010381,788.0146728922449,1043.7509875540215,784.7425853486044
501,NOP,.549,.368,.957,9,7,18,119,POR,.446,.286,.786,14,13,11,113,0.480440097799511,0.3404255319148936,0.7888446215139442,7.5,6.6,14.5,108.0,0.46788990825688076,0.3726235741444867,0.7320574162679426,9.6,7.4,12.9,106.7,H,1481.0407448943554,1494.537650816269,1489.1614000075035,1486.4169957031208,926.9480653149942,931.6455447575469,934.8149003921254,923.7787096804157
502,DEN,.386,.318,.813,12,8,14,87,MEM,.390,.292,.786,8,8,14,78,0.4588235294117647,0.33876221498371334,0.7511737089201878,10.4,6.8,14.2,104.4,0.4496969696969697,0.40298507462686567,0.7834645669291339,10.9,7.8,13.1,104.9,H,1498.4196521393208,1428.5959799891518,1505.8103665098956,1421.205265618577,930.7733031746315,726.6156219699731,934.7211620417255,722.667763102879
503,DAL,.378,.256,.786,4,5,8,101,LAL,.453,.308,.722,11,4,14,107,0.4912891986062718,0.39184952978056425,0.764367816091954,7.1,6.5,9.8,110.4,0.45434047350620066,0.33559322033898303,0.6695652173913044,12.4,9.3,16.5,105.9,A,1486.217730600664,1427.0886809022898,1476.7328881664164,1436.5735233365374,822.6105919108229,791.6132823320652,813.975666698274,800.248207544614
504,LAC,.561,.387,.846,5,11,15,126,SAC,.506,.353,.591,10,12,16,105,0.48491879350348027,0.38768115942028986,0.7736486486486487,10.0,7.4,13.8,117.2,0.45098039215686275,0.3699186991869919,0.6864864864864865,9.1,9.3,13.1,100.0,H,1498.6983149476914,1367.7539272079919,1508.5162497510928,1357.9359924045905,896.3824503209956,615.6963981413219,900.971487275875,611.1073611864425
505,TOR,.484,.320,.844,14,3,10,125,GSW,.580,.375,.857,3,4,6,127,0.44638949671772427,0.3522388059701492,0.8468085106382979,11.8,9.3,11.8,113.3,0.5117370892018779,0.370242214532872,0.8110599078341014,8.3,8.2,14.2,115.5,A,1614.1923799196315,1654.3422867327452,1610.049486312255,1658.4851803401216,1211.9862447667083,1227.8603880765202,1207.4328175206547,1232.4138153225738
506,CHI,.483,.472,.667,6,10,14,107,DET,.446,.414,.786,13,8,12,105,0.4552486187845304,0.3890675241157556,0.8038277511961722,9.0,7.1,13.4,111.3,0.4485645933014354,0.37786259541984735,0.7772020725388601,8.1,6.9,11.6,99.9,H,1427.5347526728706,1475.6197144222785,1433.2510006219138,1469.9034664732353,689.601381643023,892.3235642634761,698.397420139468,883.5275257670312
507,SAS,.519,.519,.889,6,9,15,112,DEN,.349,.250,.882,11,9,15,80,0.45575757575757575,0.39035087719298245,0.7704081632653061,9.2,6.3,13.5,99.2,0.4492924528301887,0.32558139534883723,0.755656108597285,10.8,7.0,13.5,102.7,H,1512.249375415098,1505.8103665098956,1534.6282598198768,1483.4314821051169,928.5644803968352,934.7211620417255,952.0048889291471,911.2807535094136
508,MIA,.461,.379,.800,3,8,13,97,MIL,.316,.143,.926,8,8,15,79,0.4752941176470588,0.38127090301003347,0.7607361963190185,10.4,6.0,12.1,104.6,0.49814585908529047,0.35344827586206895,0.788135593220339,7.8,7.7,14.1,107.4,H,1507.9542345860918,1496.8589086943034,1522.5687928987218,1482.2443503816735,901.9402618575369,924.27441904247,918.4433421122382,907.7713387877687
509,NYK,.474,.353,.778,10,12,22,118,NOP,.474,.281,.706,12,17,19,123,0.45588235294117646,0.34759358288770054,0.7772020725388601,10.4,6.3,13.4,102.1,0.48825710754017304,0.3295880149812734,0.8076923076923077,7.7,6.5,14.4,108.8,A,1453.4314121213788,1489.1614000075035,1447.2907388392664,1495.302073289616,784.7425853486044,934.8149003921254,781.0163850143712,938.5411007263586
510,MIN,.538,.368,.818,7,12,11,120,POR,.494,.440,.824,8,6,17,103,0.4958968347010551,0.3481781376518219,0.782051282051282,10.4,9.2,11.3,111.5,0.4696629213483146,0.3674911660777385,0.748792270531401,10.0,8.1,13.1,109.5,H,1603.3241554979663,1486.4169957031208,1612.3744806044717,1477.3666705966154,1043.7509875540215,923.7787096804157,1052.6758651001996,914.8538321342375
511,PHI,.494,.240,.816,10,8,21,117,TOR,.400,.281,.867,12,8,15,111,0.4647887323943662,0.3680555555555556,0.7745098039215687,9.5,8.8,16.9,105.6,0.45336225596529284,0.3507692307692308,0.8362068965517241,11.3,8.2,10.7,114.4,H,1515.8374340704388,1610.049486312255,1526.4142452985964,1599.4726750840975,1048.2253691913963,1207.4328175206547,1060.8851157830518,1194.7730709289992
512,WAS,.421,.286,.806,11,10,23,95,MIL,.469,.500,.690,15,14,17,104,0.49941656942823803,0.4015151515151515,0.7272727272727273,10.2,7.4,13.6,113.0,0.4832298136645963,0.3318777292576419,0.8075313807531381,8.2,8.3,13.9,104.7,A,1560.4406858457776,1482.2443503816735,1547.759020101396,1494.9260161260552,984.8101571263486,907.7713387877687,972.1738962312138,920.4075996829035
513,ATL,.465,.360,.929,11,8,15,102,SAS,.425,.364,.850,8,12,9,99,0.44971098265895953,0.36333333333333334,0.7844036697247706,11.3,7.4,14.6,105.8,0.45575757575757575,0.40756302521008403,0.7788461538461539,8.9,6.5,12.7,101.1,H,1422.298900163281,1534.6282598198768,1430.361060072603,1526.5660999105546,689.3810242440451,952.0048889291471,700.9787704382449,940.4071427349473
514,CHI,.477,.410,.864,7,6,9,119,MIA,.476,.333,.792,4,5,14,111,0.46006749156355453,0.4012539184952978,0.8238341968911918,8.1,7.0,14.2,110.5,0.4770857814336075,0.38333333333333336,0.7974683544303798,10.1,6.2,12.2,105.3,H,1433.2510006219138,1522.5687928987218,1445.4887391256416,1510.331054394994,698.397420139468,918.4433421122382,715.5910285024794,901.2497337492267
515,MEM,.512,.455,.853,6,8,18,123,LAL,.396,.343,.839,12,11,13,114,0.4429611650485437,0.3857677902621723,0.7888446215139442,10.7,7.4,12.4,103.1,0.45707915273132665,0.3344594594594595,0.6798245614035088,12.4,8.9,16.2,107.4,H,1421.205265618577,1436.5735233365374,1431.495894108645,1426.2828948464694,722.667763102879,800.248207544614,735.3252646985744,787.5907059489186
516,CLE,.457,.250,.682,12,9,15,108,GSW,.482,.375,.800,13,8,16,118,0.4299175500588928,0.34036144578313254,0.7991967871485943,9.9,7.6,12.6,104.2,0.5312131919905771,0.3951048951048951,0.8157894736842105,7.5,7.2,13.2,120.1,A,1506.4095492049025,1658.4851803401216,1500.9670457429902,1663.927683802034,939.3823045300888,1232.4138153225738,936.7561362908864,1235.0399835617761
517,OKC,.419,.300,.483,18,10,18,95,SAC,.393,.233,.600,6,13,13,88,0.49883720930232556,0.3905109489051095,0.7123287671232876,11.4,7.8,12.9,112.1,0.45464982778415614,0.3628691983122363,0.6733668341708543,9.5,9.6,13.2,101.2,H,1558.378597950369,1357.9359924045905,1561.8556102039008,1354.4589801510588,999.4409856757507,611.1073611864425,1000.681254335179,609.8670925270142
518,UTA,.444,.273,.765,9,11,13,94,IND,.532,.538,.867,8,7,14,109,0.42857142857142855,0.30132450331125826,0.8131313131313131,8.2,8.5,12.7,95.4,0.48148148148148145,0.3438914027149321,0.7584269662921348,8.8,6.9,13.2,101.7,A,1472.6969510840925,1493.1113222523038,1460.227304648679,1505.5809686877174,954.8708685653962,908.494233608449,939.0332702365163,924.331831937329
519,LAC,.557,.400,.750,4,6,18,113,HOU,.404,.295,.813,13,9,12,102,0.4935521688159437,0.38113207547169814,0.7800687285223368,9.6,7.7,14.5,117.0,0.4436936936936937,0.3476297968397291,0.7843137254901961,10.6,7.3,13.8,114.2,H,1508.5162497510928,1593.7687331506506,1523.1764458601688,1579.1085370415747,900.971487275875,1186.031731249104,924.8688574437672,1162.1343610812119
520,ORL,.444,.355,.895,15,4,16,108,MIN,.439,.438,.900,11,10,7,102,0.45901639344262296,0.33211678832116787,0.7935779816513762,9.4,6.1,14.0,104.8,0.4911660777385159,0.3504273504273504,0.782608695652174,10.4,9.5,10.9,111.4,H,1353.8514084701037,1612.3744806044717,1369.7579713802575,1596.467917694318,674.144162798157,1052.6758651001996,694.0722595900991,1032.7477683082577
521,BOS,.396,.380,.875,12,7,18,113,NOP,.450,.259,.760,13,11,15,116,0.45380116959064326,0.3746130030959752,0.7225433526011561,9.7,7.4,13.5,102.2,0.49271844660194175,0.32974910394265233,0.7913385826771654,7.8,7.5,14.7,110.5,A,1595.3465162479827,1495.302073289616,1587.566459636586,1503.0821299010126,1064.3761575603685,938.5411007263586,1056.001813456582,946.9154448301451
522,DEN,.465,.308,.654,15,10,18,105,DAL,.487,.296,.818,5,10,16,102,0.43498817966903075,0.3223684210526316,0.7668161434977578,10.3,7.5,13.6,100.5,0.478310502283105,0.363914373088685,0.7696335078534031,7.2,6.5,9.8,110.4,H,1483.4314821051169,1476.7328881664164,1488.885099482691,1471.2792707888423,911.2807535094136,813.975666698274,915.051767277782,810.2046529299056
523,ATL,.416,.250,.769,12,5,10,94,NOP,.438,.370,.684,9,5,12,93,0.4528735632183908,0.3716216216216216,0.7877358490566038,11.3,7.7,14.8,106.5,0.48687350835322196,0.322463768115942,0.803921568627451,8.0,7.6,14.7,111.0,H,1430.361060072603,1503.0821299010126,1435.538012547073,1497.9051774265427,700.9787704382449,946.9154448301451,709.0768500651644,938.8173652032256
524,TOR,.425,.355,.739,12,6,20,96,DET,.420,.357,.467,11,14,14,91,0.4517167381974249,0.34545454545454546,0.8347457627118644,11.8,7.5,10.5,115.3,0.44576877234803336,0.3657587548638132,0.774869109947644,8.7,6.6,11.5,99.0,H,1599.4726750840975,1469.9034664732353,1603.575572713155,1465.8005688441779,1194.7730709289992,883.5275257670312,1196.383025156829,881.9175715392013
525,CHI,.425,.256,.923,14,10,11,112,GSW,.500,.394,.880,5,5,15,119,0.4668911335578002,0.40606060606060607,0.8341708542713567,8.4,6.7,13.6,113.2,0.5328638497652582,0.4092526690391459,0.8174273858921162,7.8,7.3,13.3,122.0,A,1445.4887391256416,1663.927683802034,1442.3174841556927,1667.0989387719828,715.5910285024794,1235.0399835617761,715.0220261410918,1235.6089859231638
526,MEM,.451,.357,.765,15,9,11,105,NYK,.427,.259,.957,12,5,14,99,0.4534461910519952,0.38823529411764707,0.7910447761194029,10.3,7.4,12.9,106.1,0.4633596392333709,0.35436893203883496,0.7978142076502732,9.6,6.8,14.6,104.1,H,1431.495894108645,1447.2907388392664,1439.6833755467242,1439.1032574011872,735.3252646985744,781.0163850143712,744.4008372083257,771.9408125046199
527,MIL,.434,.393,.750,5,6,9,101,MIA,.463,.417,.741,10,4,15,106,0.4759556103575832,0.34347826086956523,0.7857142857142857,9.0,8.7,14.0,104.9,0.46349942062572425,0.35691318327974275,0.7954545454545454,10.3,6.4,12.5,105.1,A,1494.9260161260552,1510.331054394994,1488.2823451389768,1516.9747253820724,920.4075996829035,901.2497337492267,912.8670012376364,908.7903321944939
528,OKC,.484,.343,.833,21,10,16,114,LAL,.469,.385,1.000,6,9,16,90,0.48726851851851855,0.36917562724014336,0.695852534562212,11.7,7.7,12.8,109.6,0.4528301886792453,0.33554817275747506,0.698744769874477,12.3,9.0,16.3,108.4,H,1561.8556102039008,1426.2828948464694,1572.4137504588418,1415.7247545915284,1000.681254335179,787.5907059489186,1007.8970066808419,780.3749536032558
529,SAC,.528,.619,.800,8,9,19,105,UTA,.568,.414,.800,6,15,10,120,0.44907407407407407,0.35833333333333334,0.681592039800995,9.2,9.8,13.3,99.9,0.4365175332527207,0.3059210526315789,0.8191489361702128,8.0,9.0,12.2,96.9,A,1354.4589801510588,1460.227304648679,1345.7121618741853,1468.9741229255524,609.8670925270142,939.0332702365163,607.081446423296,941.8189163402344
530,LAC,.460,.333,.613,17,10,20,109,DEN,.433,.200,.833,20,13,19,104,0.49941383352872215,0.3828125,0.7809187279151943,9.5,7.9,15.3,117.1,0.43529411764705883,0.32781456953642385,0.7478632478632479,10.8,7.5,13.6,101.4,H,1523.1764458601688,1488.885099482691,1529.3520736334926,1482.709471709367,924.8688574437672,915.051767277782,931.6541493371931,908.2664753843561
531,BOS,.405,.241,.765,3,7,19,80,PHI,.466,.353,.882,8,10,22,89,0.4440639269406393,0.3673469387755102,0.7371428571428571,9.5,7.5,13.7,103.3,0.4655581947743468,0.35,0.7857142857142857,9.6,8.7,17.0,105.8,A,1587.566459636586,1526.4142452985964,1575.5489334639074,1538.431771471275,1056.001813456582,1060.8851157830518,1046.442132865861,1070.444796373773
532,CLE,.447,.294,.667,14,8,20,104,ORL,.466,.227,.762,9,12,14,103,0.4250871080139373,0.32628398791540786,0.7831325301204819,10.4,7.5,12.9,103.5,0.4610011641443539,0.34385964912280703,0.8125,9.9,5.8,14.2,105.9,H,1500.9670457429902,1369.7579713802575,1503.3056989832992,1367.4193181399485,936.7561362908864,694.0722595900991,938.098484407827,692.7299114731585
533,HOU,.477,.436,.882,11,11,9,116,MIN,.469,.333,.667,8,8,11,98,0.43805309734513276,0.33557046979865773,0.7796610169491526,11.0,7.8,13.3,112.6,0.48191365227537925,0.34841628959276016,0.7939914163090128,10.8,10.1,11.0,108.8,H,1579.1085370415747,1596.467917694318,1595.3245867948706,1580.251867941022,1162.1343610812119,1032.7477683082577,1171.021484815295,1023.8606445741744
534,POR,.394,.313,1.000,14,6,11,100,IND,.396,.269,.538,10,4,8,86,0.4782608695652174,0.3710247349823322,0.7714285714285715,9.9,8.0,13.7,110.3,0.4855769230769231,0.3672566371681416,0.7471264367816092,8.8,7.1,13.7,102.1,H,1477.3666705966154,1505.5809686877174,1491.591605514596,1491.3560337697368,914.8538321342375,924.331831937329,928.1672430498473,911.0184210217191
535,TOR,.400,.346,.643,9,8,13,86,SAS,.341,.250,.800,17,9,12,83,0.46045503791982667,0.3515151515151515,0.8370044052863436,11.4,7.1,11.5,115.6,0.45443645083932854,0.39748953974895396,0.7924528301886793,9.2,7.0,12.2,102.1,H,1603.575572713155,1526.5660999105546,1607.6932455894605,1522.448427034249,1196.383025156829,940.4071427349473,1198.1130336758831,938.6771342158933
536,DET,.500,.333,.846,7,8,14,112,WAS,.500,.457,.889,8,10,13,122,0.4447058823529412,0.3716475095785441,0.7336956521739131,9.2,7.6,11.7,98.8,0.48760330578512395,0.3764705882352941,0.7238493723849372,10.1,7.9,14.3,109.5,A,1465.8005688441779,1547.759020101396,1458.3172954981264,1555.2422934474473,881.9175715392013,972.1738962312138,874.6981414799089,979.3933262905061
537,MEM,.443,.294,.783,14,12,13,106,SAC,.400,.407,.722,11,10,21,88,0.46522781774580335,0.38492063492063494,0.7857142857142857,10.3,7.3,12.4,108.2,0.4541176470588235,0.36401673640167365,0.6952380952380952,9.1,10.5,14.2,100.5,H,1439.6833755467242,1345.7121618741853,1450.1083472914722,1335.2871901294372,744.4008372083257,607.081446423296,752.9657993311204,598.5164843005014
538,LAL,.550,.321,.143,6,7,14,99,IND,.381,.080,.769,12,9,9,86,0.46231721034870643,0.34448160535117056,0.7142857142857143,10.7,9.4,16.8,107.5,0.4799054373522459,0.36363636363636365,0.735632183908046,9.3,6.9,13.3,102.4,H,1415.7247545915284,1491.3560337697368,1431.5616399816297,1475.5191483796355,780.3749536032558,911.0184210217191,798.9733277327905,892.4200468921844
539,UTA,.462,.355,.667,15,4,17,115,NYK,.494,.550,.783,7,6,12,117,0.447242206235012,0.30293159609120524,0.8152173913043478,8.1,9.8,12.0,98.9,0.46583143507972663,0.3619047619047619,0.8238341968911918,10.1,6.7,14.8,105.3,A,1468.9741229255524,1439.1032574011872,1463.599420627419,1444.4779596993205,941.8189163402344,771.9408125046199,933.6918912750239,780.0678375698304
540,CLE,.517,.270,.815,3,7,15,124,OKC,.580,.467,.643,16,9,13,148,0.4382284382284382,0.3130699088145897,0.7649402390438247,9.9,7.5,13.5,104.7,0.49138920780711826,0.36140350877192984,0.6948356807511737,12.3,7.8,13.7,110.7,A,1503.3056989832992,1572.4137504588418,1489.1236491927052,1586.5958002494358,938.098484407827,1007.8970066808419,923.9575411660209,1022.037949922648
541,ATL,.380,.229,.696,9,5,13,97,CHI,.500,.438,.905,4,8,16,113,0.44279176201373,0.34539473684210525,0.7836538461538461,11.8,7.0,14.3,104.2,0.4583333333333333,0.38181818181818183,0.8274111675126904,9.1,7.1,13.2,112.5,A,1435.538012547073,1442.3174841556927,1421.8280730435542,1456.0274236592115,709.0768500651644,715.0220261410918,695.3242156276436,728.7746605786126
542,NOP,.500,.259,.813,6,6,10,111,MEM,.451,.429,.938,10,2,14,104,0.47810650887573963,0.302158273381295,0.792156862745098,8.3,7.6,14.5,109.4,0.4651442307692308,0.3686274509803922,0.7765151515151515,10.2,8.0,12.8,107.3,H,1497.9051774265427,1450.1083472914722,1504.900363309989,1443.113161408026,938.8173652032256,752.9657993311204,942.5588554176142,749.2243091167318
543,PHI,.529,.400,.842,11,9,16,116,MIL,.402,.313,.818,8,10,17,94,0.47002398081534774,0.35877862595419846,0.8018433179723502,9.1,9.0,17.3,105.2,0.47256857855361595,0.3537117903930131,0.8014981273408239,8.3,8.4,14.0,105.3,H,1538.431771471275,1488.2823451389768,1552.8533291443016,1473.8607874659501,1070.444796373773,912.8670012376364,1079.3889755013267,903.9228221100827
544,HOU,.471,.378,.690,12,14,15,116,GSW,.488,.472,.733,4,8,19,108,0.442371020856202,0.34521158129175944,0.7837837837837838,10.9,7.8,12.9,113.5,0.5235294117647059,0.4020618556701031,0.8273092369477911,7.9,7.0,13.2,121.3,H,1595.3245867948706,1667.0989387719828,1606.919044226457,1655.5044813403965,1171.021484815295,1235.6089859231638,1182.3550469265972,1224.2754238118616
545,MIN,.469,.438,.762,15,4,11,115,TOR,.470,.364,.905,8,7,13,109,0.4809688581314879,0.35023041474654376,0.7894736842105263,11.0,10.0,10.5,109.0,0.4582881906825569,0.3584905660377358,0.813953488372093,11.6,7.0,11.7,113.5,H,1580.251867941022,1607.6932455894605,1588.7813286345422,1599.1637848959404,1023.8606445741744,1198.1130336758831,1037.0090647445504,1184.964613505507
546,UTA,.549,.393,.750,11,9,20,125,LAC,.439,.306,.789,7,17,14,113,0.447831184056272,0.3141025641025641,0.788659793814433,9.0,9.9,12.5,101.5,0.4912689173457509,0.37254901960784315,0.7630662020905923,10.3,8.2,16.0,115.8,H,1463.599420627419,1529.3520736334926,1478.178791318766,1514.7727029421458,933.6918912750239,931.6541493371931,945.241032423766,920.1050081884509
547,POR,.523,.500,.900,9,3,14,117,DAL,.458,.400,.786,11,9,9,108,0.47032474804031354,0.36769759450171824,0.7932960893854749,10.5,7.9,13.3,108.9,0.476409666283084,0.367601246105919,0.7727272727272727,7.0,6.7,10.4,109.9,H,1491.591605514596,1471.2792707888423,1500.6104526877123,1462.260423615726,928.1672430498473,810.2046529299056,934.1527509042602,804.2191450754927
548,BOS,.435,.296,.929,11,6,15,95,ORL,.467,.286,.688,13,7,10,103,0.4305396096440873,0.33815028901734107,0.7528089887640449,9.2,7.6,13.7,100.1,0.45930232558139533,0.33807829181494664,0.8207547169811321,10.4,6.3,14.4,105.9,A,1575.5489334639074,1367.4193181399485,1558.813191746523,1384.1550598573328,1046.442132865861,692.7299114731585,1024.0413974859018,715.1306468531175
549,LAL,.560,.385,.714,12,10,6,127,NYK,.543,.480,.700,7,3,17,107,0.4674285714285714,0.3538961038961039,0.6778846153846154,10.2,9.4,17.0,106.8,0.4697833523375142,0.37962962962962965,0.8092783505154639,9.6,6.7,15.1,106.3,H,1431.5616399816297,1444.4779596993205,1448.7279636785438,1427.3116360024064,798.9733277327905,780.0678375698304,814.2323687279526,764.8087965746683
550,SAS,.427,.265,.583,10,8,20,86,IND,.440,.211,.941,7,14,10,94,0.43727598566308246,0.3771186440677966,0.7918552036199095,10.2,7.6,12.6,99.6,0.46875,0.329004329004329,0.7344632768361582,9.8,7.0,12.7,101.6,A,1522.448427034249,1475.5191483796355,1511.748433415132,1486.2191419987525,938.6771342158933,892.4200468921844,928.0010324607782,903.0961486472994
551,ATL,.482,.462,1.000,10,8,17,104,UTA,.434,.267,.714,7,8,16,90,0.4264870931537598,0.3231707317073171,0.7703349282296651,12.1,7.0,14.1,102.7,0.4700352526439483,0.32459016393442625,0.7783251231527094,8.9,10.1,13.8,105.7,H,1421.8280730435542,1478.178791318766,1437.462508254092,1462.5443561082282,695.3242156276436,945.241032423766,721.3104865749285,919.2547614764811
552,HOU,.444,.405,.667,8,10,14,99,MIA,.476,.233,.556,9,7,16,90,0.45098039215686275,0.34988713318284426,0.7727272727272727,11.4,8.3,12.8,115.3,0.46744186046511627,0.36633663366336633,0.7872340425531915,10.0,6.4,12.7,106.3,H,1606.919044226457,1516.9747253820724,1613.6998808678704,1510.1938887406588,1182.3550469265972,908.7903321944939,1185.0948765856922,906.0505025353989
553,MEM,.423,.385,.829,11,14,12,105,PHI,.451,.452,.742,16,2,23,101,0.46144721233689207,0.38661710037174724,0.7717842323651453,10.7,7.9,13.2,106.8,0.47058823529411764,0.3682170542635659,0.8108108108108109,8.9,8.5,16.6,105.9,H,1443.113161408026,1552.8533291443016,1452.1660164839652,1543.8004740683623,749.2243091167318,1079.3889755013267,764.1778825519938,1064.4354020660646
554,NOP,.416,.364,.846,15,14,13,132,CHI,.489,.258,.882,6,8,24,128,0.4785202863961814,0.3029197080291971,0.7843137254901961,8.5,7.4,14.7,108.5,0.4622222222222222,0.4036697247706422,0.8367346938775511,8.5,7.3,13.6,112.8,H,1504.900363309989,1456.0274236592115,1510.1362068325514,1450.7915801366491,942.5588554176142,728.7746605786126,945.0007207635708,726.3327952326559
555,DAL,.437,.323,.706,9,9,11,98,WAS,.302,.219,.593,17,7,12,75,0.4801864801864802,0.37888198757763975,0.7761904761904762,6.5,7.1,10.0,110.9,0.4916267942583732,0.4015151515151515,0.7478991596638656,9.5,8.3,14.8,110.6,H,1462.260423615726,1555.2422934474473,1486.883607505732,1530.6191095574413,804.2191450754927,979.3933262905061,835.0118416263351,948.6006297396638
556,DEN,.410,.333,.788,14,7,15,104,POR,.424,.320,.808,11,11,11,101,0.43071593533487296,0.31313131313131315,0.7478260869565218,11.8,8.5,14.6,101.1,0.4798657718120805,0.39072847682119205,0.8011363636363636,9.9,7.3,12.7,111.7,H,1482.709471709367,1500.6104526877123,1488.6732868359863,1494.646637561093,908.2664753843561,934.1527509042602,914.3998784063772,928.0193478822391
557,LAC,.560,.333,.682,8,4,17,118,MIN,.473,.318,.846,18,5,13,126,0.4865497076023392,0.3745173745173745,0.7594501718213058,9.5,9.2,16.1,115.0,0.4802784222737819,0.3691588785046729,0.7795918367346939,11.2,9.3,10.9,109.8,A,1514.7727029421458,1588.7813286345422,1507.9996903680642,1595.5543412086238,920.1050081884509,1037.0090647445504,914.4950392717549,1042.6190336612465
558,ORL,.434,.355,.842,11,9,17,99,SAC,.494,.308,.846,11,9,14,105,0.46498277841561425,0.3404255319148936,0.8106796116504854,10.7,6.2,13.7,107.3,0.45323741007194246,0.3729508196721312,0.6990740740740741,9.2,10.4,15.4,99.8,A,1384.1550598573328,1335.2871901294372,1374.9832505616282,1344.4589994251419,715.1306468531175,598.5164843005014,703.8426798827492,609.8044512708697
559,SAS,.500,.286,.750,13,11,9,114,CLE,.486,.286,.839,6,6,18,102,0.42908224076281287,0.356,0.7938144329896907,10.2,8.2,13.7,96.3,0.44673539518900346,0.30149253731343284,0.7707509881422925,9.5,7.3,13.9,107.6,H,1511.748433415132,1489.1236491927052,1522.4345579256587,1478.4375246821785,928.0010324607782,923.9575411660209,939.4647475356342,912.4938260911649
560,GSW,.554,.433,.900,3,6,12,123,NYK,.518,.409,.895,6,4,13,112,0.51357733175915,0.3945578231292517,0.8117154811715481,7.6,7.5,14.1,118.0,0.48032407407407407,0.4009009009009009,0.7978142076502732,9.4,6.4,16.2,106.5,H,1655.5044813403965,1427.3116360024064,1659.4504716839806,1423.3656456588224,1224.2754238118616,764.8087965746683,1225.3431491036522,763.7410712828778
561,LAL,.440,.269,.583,14,6,10,108,BOS,.467,.341,.800,7,3,11,107,0.4727061556329849,0.35275080906148865,0.6770833333333334,9.9,9.8,16.2,105.3,0.4360730593607306,0.3284457478005865,0.7660818713450293,9.8,7.7,14.2,100.7,H,1448.7279636785438,1558.813191746523,1454.5193938438854,1553.0217615811814,814.2323687279526,1024.0413974859018,821.7114645761011,1016.5623016377533
